graph_id,s,policy_type,start_node,policy_valid,status,worst_cost,terminated,steps
medium_n50_s2_a3_case1_seed124,2,baseline_nominal,0,1,ok,9.809725,1,2
medium_n50_s2_a3_case1_seed124,2,baseline_bestcase,0,1,ok,9.809725,1,2
medium_n50_s2_a3_case1_seed124,2,baseline_worst_immediate,0,1,ok,9.809725,1,2
medium_n50_s2_a3_case1_seed124,2,vi,0,1,ok,9.809725,1,2
medium_n50_s2_a3_case2_seed125,2,baseline_nominal,0,1,ok,47.413773,1,6
medium_n50_s2_a3_case2_seed125,2,baseline_bestcase,0,1,ok,55.043604,1,7
medium_n50_s2_a3_case2_seed125,2,baseline_worst_immediate,0,1,ok,54.198265,1,4
medium_n50_s2_a3_case2_seed125,2,vi,0,1,ok,37.182663,1,4
medium_n50_s2_a3_case3_seed126,2,baseline_nominal,0,1,ok,60.492157,1,4
medium_n50_s2_a3_case3_seed126,2,baseline_bestcase,0,1,ok,68.905864,1,7
medium_n50_s2_a3_case3_seed126,2,baseline_worst_immediate,0,1,ok,45.567429,1,5
medium_n50_s2_a3_case3_seed126,2,vi,0,1,ok,33.322964,1,3
medium_n50_s2_a3_case4_seed127,2,baseline_nominal,0,1,ok,34.463779,1,4
medium_n50_s2_a3_case4_seed127,2,baseline_bestcase,0,1,ok,27.546509,1,3
medium_n50_s2_a3_case4_seed127,2,baseline_worst_immediate,0,1,ok,23.261540,1,3
medium_n50_s2_a3_case4_seed127,2,vi,0,1,ok,23.261540,1,3
medium_n50_s2_a3_case5_seed128,2,baseline_nominal,0,1,ok,80.495741,1,8
medium_n50_s2_a3_case5_seed128,2,baseline_bestcase,0,1,ok,43.439998,1,8
medium_n50_s2_a3_case5_seed128,2,baseline_worst_immediate,0,1,ok,41.361866,1,6
medium_n50_s2_a3_case5_seed128,2,vi,0,1,ok,30.603958,1,5
medium_n50_s2_a3_case6_seed129,2,baseline_nominal,0,1,ok,82.269464,1,8
medium_n50_s2_a3_case6_seed129,2,baseline_bestcase,0,1,ok,75.599277,1,7
